Municipality   ,Population     ,Males     ,Females   ,0-4       ,5-9       ,10-14     ,15-19     ,20-24     ,25-29     ,30-34     ,35-39     ,40-44     ,45-49     ,50-54     ,55-59     ,60-64     ,65-69     ,70-74     ,75-79     ,80+       
5400           ,19229          ,9824      ,9405      ,1841      ,1782      ,1823      ,1730      ,1823      ,1719      ,1502      ,1363      ,1112      ,1038      ,949       ,785       ,569       ,448       ,340       ,210       ,195       
54001          ,656380         ,317453    ,338927    ,55993     ,56464     ,59296     ,63964     ,60910     ,54723     ,49404     ,42358     ,37374     ,37558     ,36327     ,30849     ,23838     ,17444     ,12100     ,8903      ,8875      
54003          ,38363          ,19246     ,19117     ,4247      ,3935      ,3898      ,3664      ,3016      ,2702      ,2174      ,2135      ,2268      ,2042      ,1862      ,1740      ,1415      ,1086      ,911       ,671       ,597       
54051          ,8972           ,4820      ,4152      ,956       ,858       ,823       ,915       ,894       ,718       ,510       ,441       ,418       ,458       ,464       ,391       ,342       ,267       ,196       ,155       ,166       
54099          ,7020           ,3603      ,3417      ,697       ,661       ,627       ,706       ,585       ,535       ,451       ,386       ,365       ,403       ,424       ,329       ,251       ,195       ,146       ,127       ,132       
54109          ,4570           ,2343      ,2227      ,489       ,463       ,461       ,471       ,445       ,379       ,321       ,275       ,233       ,237       ,210       ,172       ,141       ,103       ,69        ,50        ,51        
5411           ,9546           ,5034      ,4512      ,805       ,779       ,734       ,966       ,954       ,959       ,685       ,557       ,503       ,503       ,508       ,381       ,349       ,266       ,250       ,170       ,177       
54125          ,1873           ,970       ,903       ,186       ,179       ,174       ,162       ,143       ,143       ,111       ,108       ,107       ,121       ,106       ,83        ,73        ,61        ,48        ,32        ,36        
54128          ,11008          ,5798      ,5210      ,1235      ,1134      ,1072      ,1103      ,918       ,791       ,607       ,587       ,590       ,597       ,554       ,451       ,384       ,352       ,251       ,184       ,198       
54172          ,16513          ,8584      ,7929      ,1599      ,1515      ,1492      ,1512      ,1368      ,1272      ,965       ,928       ,935       ,1045      ,911       ,734       ,640       ,541       ,438       ,297       ,321       
54174          ,10391          ,5338      ,5053      ,1064      ,999       ,1006      ,1110      ,967       ,825       ,647       ,575       ,551       ,529       ,443       ,422       ,369       ,289       ,227       ,178       ,190       
54206          ,13296          ,6989      ,6307      ,1352      ,1305      ,1285      ,1262      ,1117      ,998       ,862       ,724       ,679       ,688       ,690       ,613       ,530       ,435       ,306       ,222       ,228       
54223          ,7625           ,3902      ,3723      ,881       ,848       ,817       ,768       ,707       ,640       ,576       ,506       ,421       ,392       ,317       ,232       ,178       ,128       ,85        ,63        ,66        
54239          ,3735           ,2037      ,1698      ,329       ,334       ,351       ,302       ,296       ,288       ,242       ,214       ,200       ,226       ,217       ,192       ,163       ,133       ,97        ,71        ,80        
54245          ,13790          ,7235      ,6555      ,1539      ,1470      ,1448      ,1450      ,1185      ,967       ,806       ,716       ,681       ,646       ,619       ,530       ,525       ,447       ,264       ,247       ,250       
5425           ,6775           ,3543      ,3232      ,600       ,560       ,553       ,578       ,589       ,531       ,534       ,477       ,455       ,444       ,436       ,341       ,231       ,168       ,114       ,87        ,77        
54250          ,10974          ,5800      ,5174      ,1461      ,1316      ,1224      ,1319      ,991       ,963       ,833       ,632       ,478       ,434       ,326       ,273       ,218       ,190       ,122       ,96        ,98        
54261          ,23107          ,11847     ,11260     ,2477      ,2339      ,2323      ,2367      ,2242      ,1914      ,1629      ,1399      ,1193      ,1211      ,1076      ,869       ,703       ,517       ,344       ,250       ,254       
54313          ,5512           ,2988      ,2524      ,550       ,517       ,517       ,541       ,496       ,447       ,335       ,345       ,303       ,271       ,263       ,233       ,215       ,169       ,124       ,91        ,95        
54344          ,10722          ,5665      ,5057      ,1462      ,1245      ,1193      ,1190      ,1057      ,904       ,790       ,613       ,465       ,414       ,379       ,294       ,231       ,172       ,143       ,87        ,83        
54347          ,4006           ,2092      ,1914      ,276       ,312       ,338       ,353       ,327       ,303       ,284       ,239       ,238       ,259       ,243       ,227       ,187       ,144       ,116       ,74        ,86        
54377          ,5876           ,3170      ,2706      ,614       ,580       ,572       ,641       ,561       ,469       ,379       ,350       ,345       ,314       ,271       ,252       ,173       ,122       ,89        ,70        ,74        
54385          ,12123          ,6495      ,5628      ,1580      ,1447      ,1411      ,1355      ,1078      ,921       ,804       ,717       ,580       ,522       ,444       ,360       ,283       ,210       ,177       ,122       ,112       
54398          ,8553           ,4387      ,4166      ,797       ,776       ,769       ,745       ,643       ,595       ,460       ,444       ,450       ,523       ,485       ,425       ,404       ,355       ,285       ,194       ,203       
5440           ,54186          ,27296     ,26890     ,5364      ,5357      ,5370      ,4930      ,5487      ,4874      ,3975      ,3465      ,3022      ,2749      ,2464      ,2106      ,1667      ,1133      ,961       ,613       ,649       
54405          ,77474          ,37215     ,40259     ,6288      ,6387      ,6687      ,7157      ,7004      ,6325      ,5924      ,5210      ,4796      ,4839      ,4630      ,3789      ,2968      ,2140      ,1427      ,986       ,917       
54418          ,3362           ,1774      ,1588      ,346       ,325       ,316       ,353       ,306       ,254       ,205       ,189       ,192       ,181       ,164       ,161       ,118       ,86        ,64        ,50        ,52        
54480          ,3747           ,1959      ,1788      ,343       ,338       ,353       ,354       ,314       ,280       ,258       ,240       ,209       ,216       ,206       ,168       ,133       ,116       ,84        ,67        ,68        
54498          ,98992          ,48800     ,50192     ,8650      ,9152      ,9289      ,8617      ,6747      ,7752      ,7848      ,6991      ,6139      ,5924      ,5419      ,4541      ,3729      ,3001      ,2095      ,1521      ,1577      
54518          ,57803          ,28003     ,29800     ,4102      ,4203      ,5172      ,7380      ,7623      ,4690      ,3571      ,3192      ,3121      ,3236      ,3127      ,2535      ,1912      ,1393      ,1018      ,791       ,737       
54520          ,4945           ,2570      ,2375      ,477       ,453       ,447       ,453       ,410       ,382       ,289       ,278       ,280       ,313       ,273       ,220       ,192       ,162       ,131       ,89        ,96        
54553          ,10421          ,5260      ,5161      ,953       ,970       ,1023      ,1091      ,1024      ,894       ,800       ,671       ,602       ,583       ,525       ,426       ,298       ,216       ,147       ,99        ,99        
54599          ,6897           ,3498      ,3399      ,562       ,576       ,576       ,609       ,501       ,548       ,522       ,472       ,405       ,440       ,415       ,345       ,267       ,234       ,171       ,132       ,122       
54660          ,8942           ,4703      ,4239      ,936       ,865       ,829       ,972       ,799       ,668       ,541       ,462       ,443       ,466       ,436       ,384       ,320       ,276       ,210       ,161       ,174       
5467           ,6077           ,3133      ,2944      ,550       ,549       ,550       ,519       ,554       ,532       ,412       ,345       ,341       ,351       ,308       ,291       ,237       ,182       ,130       ,115       ,111       
54670          ,13631          ,7259      ,6372      ,1825      ,1634      ,1595      ,1506      ,1370      ,1125      ,939       ,713       ,539       ,543       ,464       ,403       ,294       ,242       ,173       ,128       ,138       
54673          ,5537           ,2770      ,2767      ,575       ,549       ,554       ,506       ,463       ,445       ,365       ,320       ,307       ,299       ,297       ,251       ,196       ,145       ,99        ,76        ,90        
54680          ,2844           ,1542      ,1302      ,284       ,267       ,267       ,279       ,256       ,230       ,173       ,178       ,156       ,140       ,136       ,120       ,111       ,87        ,64        ,47        ,49        
54720          ,22620          ,12155     ,10465     ,2784      ,2596      ,2409      ,2304      ,2009      ,1788      ,1472      ,1241      ,1133      ,1011      ,1017      ,818       ,655       ,502       ,348       ,256       ,277       
